10658	true
10661	true
10665	true
10677	true
10678	true
10679	true
10680	true
10682	true
10685	true
10690	true
10693	true
10702	true
10704	true
10708	true
10710	true
10717	true
10719	true
10724	true
10726	true
10730	true
10742	true
10747	true
10752	true
10753	true
10754	true
10756	true
10759	true
10760	true
10761	true
10778	true
10843	true
10844	true
10845	true
10847	true
10848	true
10849	true
10854	true
10855	true
10857	true
10862	true
10863	true
10864	true
10867	true
10868	true
10869	true
10870	true
10871	true
10872	true
10876	true
10879	true
12017	true
12018	true
12021	true
12023	true
12024	true
12336	true
12345	true
12348	true
12353	true
12355	true
12360	true
12390	true
12402	true
12407	true
12417	true
28358	true
28369	true
29252	true
31532	true
31535	true
31537	true
31754	true
31757	true
33771	true
35238	true
35241	true
35343	true
35345	true
36343	true
37554	true
39803	true
39804	true
40521	true
40522	true
40523	true
40631	true
43685	true
45406	true
46014	true
47049	true
49964	true
50948	true
51369	true
52979	true
53369	true
55510	true
55511	true
55884	true
59241	true
59506	true
63118	true
64186	true
66797	true
67571	true
70203	true
70734	true
71366	true
72638	true
74336	true
75320	true
75590	true
75725	true
77048	true
77775	true
78541	true
83129	true
83201	true
85154	true
88870	true
90410	true
90963	true
93224	true
97081	true
99179	true
101570	true
103216	true
103807	true
105154	true
106284	true
110457	true
112023	true
114416	true
114777	true
115987	true
117575	true
120086	true
120574	true
127507	true
127508	true
127509	true
127511	true
128708	true
128710	true
128975	true
129009	true
129861	true
129862	true
130478	true
134554	true
136084	true
139870	true
139871	true
139872	true
141904	true
145579	true
146269	true
148943	true
151528	true
151534	true
151535	true
151536	true
151537	true
151538	true
151539	true
151599	true
154784	true
155148	true
157239	true
157898	true
157899	true
157924	true
161736	true
164037	true
169683	true
172667	true
173443	true
173707	true
173824	true
175950	true
176106	true
179237	true
180503	true
180504	true
180816	true
181007	true
181604	true
185959	true
186152	true
186153	true
187764	true
188350	true
189836	true
190478	true
194699	true
194701	true
194802	true
194948	true
194949	true
194966	true
196242	true
197310	true
197783	true
198110	true
198538	true
198539	true
198540	true
198541	true
198542	true
198543	true
200913	true
204086	true
204090	true
204270	true
205868	true
205869	true
205872	true
205874	true
205875	true
205876	true
205879	true
205880	true
207597	true
209052	true
213236	true
213769	true
213775	true
215158	true
215167	true
221029	true
222645	true
223524	true
225067	true
225588	true
225725	true
225726	true
225979	true
227470	true
227720	true
227940	true
230158	true
230871	true
232237	true
233894	true
235201	true
235266	true
236750	true
238854	true
242527	true
242861	true
244310	true
244589	true
244590	true
245685	true
247080	true
248496	true
254397	true
255131	true
255431	true
256994	true
259901	true
260120	true
260121	true
260149	true
260372	true
260373	true
260827	true
261665	true
261726	true
262071	true
263374	true
263375	true
264729	true
268746	true
268747	true
268748	true
270161	true
270673	true
273133	true
279006	true
279280	true
279281	true
279303	true
279383	true
279530	true
280701	true
280702	true
285013	true
287412	true
292029	true
292443	true
292639	true
293178	true
293644	true
294382	true
294631	true
298338	true
300186	true
306323	true
307240	true
309181	true
310539	true
310953	true
313629	true
315953	true
318593	true
318594	true
318595	true
318596	true
320122	true
320831	true
320832	true
320834	true
320835	true
320836	true
320837	true
320839	true
320840	true
320841	true
320842	true
320843	true
320844	true
320845	true
320846	true
320847	true
320848	true
320849	true
320850	true
321023	true
322855	true
326036	true
326037	true
326574	true
329254	true
329381	true
329852	true
329855	true
329864	true
329886	true
330395	true
330396	true
330397	true
330398	true
330399	true
331627	true
332032	true
334856	true
335797	true
337828	true
338101	true
338102	true
338103	true
338105	true
338106	true
338107	true
338108	true
338109	true
338110	true
338111	true
338112	true
338113	true
338114	true
338115	true
338116	true
338117	true
338118	true
338119	true
338120	true
338121	true
338122	true
338123	true
338124	true
338125	true
338126	true
338127	true
